C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,Classification
-1.3457678700079796,-0.5614640907928518,-1.0126088001130469,-0.1372287662224814,-0.2158827403971176,-0.2108970680097237,0.16918836570897908,-0.5341587588873646,-0.09215859747678976,0.05055837547874424,1
-1.4571052796065955,-0.49709828780394855,-1.1175125494755196,0.18832458165450855,-0.21914725668718024,-0.17964829546771854,0.19637465836597645,-0.41337926083712706,0.2949389708215172,-0.2376342860340314,1
-1.9294258498191992,-0.1808701662694072,-0.9519194146073855,0.269964847939861,-0.13734315446074835,-0.5142707920472351,0.24785880388294657,-0.5045944659458289,-0.18667516449287047,0.1130685508533785,1
-0.38601411077354253,-1.7660235689316193,1.8139809667259383,-0.3989530725095524,-1.1420166693138702,0.7175853268009391,-1.692927975076889,-0.45457134162561197,0.21596229952212198,-0.26718621519615915,1
-0.16190924758320446,-1.189701643391279,1.9129587174293046,-0.7459004330590335,-1.272973870996245,0.9255789127435189,-1.5168105355859183,-0.5821633470293199,-0.004275575305471223,-0.09235004046028616,1
0.034141539330156206,-0.7683646448399299,2.5429213560052357,-0.43138903881239277,-0.9328560974390775,0.9006327283607525,-1.2363373661737935,-0.4333651221119035,-0.07288022620708699,-0.2685779835900066,1
0.7380041813595769,-1.1766065182768743,0.138887957883538,-0.37510939523668785,0.36486573433370684,-0.005841599598924612,-0.19483018250786163,0.3308721934110076,-0.21718613066681364,-0.06868985550378488,1
0.5624762280398169,-1.1404007914222398,0.15673954278565755,-0.6302399919884876,0.16072809421996923,0.12948649093456688,0.10476813107764596,-0.0866962034061077,-0.3350794552515079,-0.3024814696500905,1
0.6868476679155191,-0.9520147185567603,-0.1811523963699504,-0.28086378714047694,0.052574768563534796,-0.0665134135396562,0.15164412340931216,-0.44977287365516516,-0.34315006105488133,-0.13344509080261366,1
1.5950398541073223,1.4467367148012773,-0.2503380605283107,0.12188623101274224,-0.39082989810549235,-0.056443093188204035,0.16182819455412042,-0.3093411298502897,-0.12270920515364384,-0.08275786824885785,1
1.1642395137150299,1.587274117419079,-0.02836270437644461,-0.021808053940331487,-0.06209213235336955,-0.07599158764697406,0.11488350623935181,-0.29118731821286903,-0.13570829468975748,-0.05701849864851313,1
1.5498010225833285,1.6183871449347014,-0.5141258850444925,0.19050733157250654,-0.302771733700214,-0.20317808058397724,0.16804735368087634,-0.5088644690785366,-0.4156075584395415,-0.0717089023580477,1
-0.608331266773924,2.5089112087347236,0.5033716882990835,-1.0326072683650704,-0.5163442832617969,-0.03153551882532819,0.4340300834032874,0.19799465478045322,0.21723272644902006,0.2861459767881074,1
-0.3298711889084246,2.2934964635808712,0.2525993054736238,-0.8726973007982801,-0.2969755067913438,-0.27402091327534317,0.2623765277123842,0.03528718353392418,0.1005459279979398,0.2970934956174844,1
-0.42597881061092124,2.387425741586469,0.3154875521069747,-0.9759257691711805,-0.3249385288068306,-0.05525729951384323,0.26840328383644096,0.02907284221669143,0.09286859781502842,0.3627205243044565,1
1.2909347615044358,-1.415037101879519,-1.6217196063786492,0.9522796358564496,0.36454824637520483,1.6867703648191545,0.2851336348619346,0.11024666160995777,0.19698131440497998,-0.014250522175671878,1
0.7830393622231493,-1.281353019033113,-1.3571512484476993,0.7248318726579359,0.3328623592964879,0.8078713844599966,0.548297130653451,-0.9607385363576464,0.11091137450124948,0.14126882072895097,1
0.4466834301400214,-1.4846253139652745,-1.7958897544889554,0.3815769885842076,0.19355469925750368,1.5547565274656296,0.6140264020080733,-0.33718597442003856,0.08745264237511374,0.18339190719809917,1
0.5551938176757657,-1.3419954603055477,-0.14409399957917618,0.3941540358555327,0.02498823754955582,0.3042485313577839,0.14226052414683854,-0.471872547015625,-0.4136624608479516,-0.3697182713359417,1
0.4760308017051246,-1.643391188323994,-0.05728412695699367,-0.23587622624554871,0.14253545070557122,-0.1444195278618958,0.2083673641508879,-0.3946404677411355,-0.16641085978533698,-0.722545565172912,1
0.6034386880061464,-1.1095945814270425,-1.2447497631558928,0.26870932449816953,0.011984462594503295,-0.47771108882436364,0.35399487941123425,-0.7158513555235217,-0.18196170696999017,-0.22931974206387667,1
0.45153572440544454,-1.3608290442976951,1.32496195192567,0.9342338435577977,-1.0387111339577444,-0.4311278251109308,-0.6533424363436351,0.555750539340969,0.6560728553008447,0.24151138068359568,1
-0.6195071765626837,-2.425639288157294,1.1037384083952877,1.1014119957791657,-1.2968611731635251,-0.40829161198677344,-0.8491245822422687,0.19104536146939904,0.6990784151195368,0.5524961604524988,1
-0.13051825694622993,-2.4971598827601276,1.2576754943679094,1.1834334649924128,-1.5396426446807927,-0.3546774194138558,-0.5617441881147581,0.3475770020683005,1.020651509967803,0.24118731504414875,1
0.7183258437542193,-2.0251714399289487,-1.092450672762929,0.7733130679490069,0.01616330917954614,1.4850572197203684,0.17325521126787696,1.1557978481373379,-0.3765671394465128,-0.7368049265522685,1
